ProductionVolume,ProductionCost,SupplierQuality,DeliveryDelay,DefectRate,QualityScore,MaintenanceHours,DowntimePercentage,InventoryTurnover,StockoutRate,WorkerProductivity,SafetyIncidents,EnergyConsumption,EnergyEfficiency,AdditiveProcessTime,AdditiveMaterialCost,DefectStatus
620,16335.0,92.9215915916,2,2.1212121212,92.9215915916,19,1.4141414141,5.6568542495,0.03,96.9696969697,6,4200.0,0.2121212121,6.2831853072,380.0,0
850,18150.0,95.9595959596,3,3.6363636364,95.9595959596,21,2.8282828283,7.0710710711,0.05,98.9898989899,7,4800.0,0.303030303,8.4852812376,440.0,1
630,15650.0,91.9191919192,1,1.8181818182,91.9191919192,18,1.4141414141,4.472135955,0.02,97.9797979798,5,4000.0,0.2727272727,7.0710710711,350.0,0
780,16875.0,94.9494949495,2,2.7272727273,94.9494949495,20,1.4141414141,6.3245553207,0.04,98.9898989899,6,4500.0,0.303030303,7.9393939394,420.0,0
820,17525.0,96.9696969697,3,3.6363636364,96.9696969697,22,2.8282828283,8.4852812376,0.06,99.9999999999,8,5000.0,0.4545454546,9.0909090909,470.0,1
940,18450.0,97.9797979798,4,4.2424242424,97.9797979798,23,3.0303030303,9.0909090909,0.08,99.9999999999,9,5500.0,0.303030303,10.101010101,490.0,1
860,15800.0,98.9898989899,1,2.7272727273,98.9898989899,19,1.4141414141,7.0710710711,0.04,99.9999999999,7,4300.0,0.4545454546,8.4852812376,420.0,0
720,15121.5,94.9494949495,2,2.1212121212,94.9494949495,18,1.4141414141,6.3245553207,0.03,97.9797979798,6,4100.0,0.2727272727,7.0710710711,380.0,0
920,16975.0,97.9797979798,3,3.6363636364,97.9797979798,21,2.8282828283,8.4852812376,0.05,99.9999999999,8,4800.0,0.2121212121,9.0909090909,460.0,1
980,18350.0,98.9898989899,4,4.2424242424,98.9898989899,24,3.0303030303,10.101010101,0.08,99.9999999999,9,5800.0,0.4545454546,10.7575757576,510.0,1
113,12107.0,89.9898989899,5,0.8,89.9898989899,8,0.0,3.1622776602,0.0,91.9191919192,5,1000.0,0.4545454546,5.6568542495,150.0,0
998,19318.0,99.9999999999,0,0.6,99.9999999999,22,1.4141414141,9.0909090909,0.01,99.9999999999,9,4500.0,0.4545454546,10.101010101,490.0,0
940,15525.0,95.9595959596,3,2.1212121212,95.9595959596,20,2.8282828283,7.0710710711,0.04,97.9797979798,7,4100.0,0.4545454546,8.4852812376,400.0,0
820,16750.0,98.9898989899,2,2.7272727273,98.9898989899,19,1.4141414141,8.4852812376,0.05,99.9999999999,8,4300.0,0.4545454546,9.0909090909,440.0,0
930,19230.0,97.9797979798,4,4.2424242424,97.9797979798,23,3.0303030303,10.101010101,0.08,99.9999999999,9,4900.0,0.4545454546,10.7575757576,480.0,1
118,13355.0,90.9090909091,5,0.8,90.9090909091,7,0.0,3.1622776602,0.0,92.9191929192,5,1100.0,0.4545454546,6.3245553207,160.0,0
750,17711.5,96.9696969697,1,1.8181818182,96.9696969697,16,1.4141414141,6.3245553207,0.03,98.9898989899,6,4000.0,0.4545454546,7.0710710711,420.0,0
980,19580.0,99.9999999999,0,0.6,99.9999999999,24,1.4141414141,10.101010101,0.01,99.9999999999,9,4700.0,0.4545454546,10.7575757576,500.0,0
860,15925.0,98.9898989899,2,2.1212121212,98.9898989899,19,1.4141414141,7.0710710711,0.04,99.9999999999,7,4200.0,0.4545454546,8.4852812376,410.0,0
820,15550.0,96.9696969697,3,2.7272727273,96.9696969697,18,2.8282828283,6.3245553207,0.05,98.9898989899,8,4000.0,0.4545454546,9.0909090909,440.0,1
940,17325.0,97.9797979798,4,3.6363636364,97.9797979798,22,2.8282828283,8.4852812376,0.06,99.9999999999,9,4500.0,0.4545454546,10.101010101,460.0,1
118,13855.0,92.9191929192,5,0.8,92.9191929192,6,0.0,3.1622776602,0.0,93.9393939394,5,1200.0,0.4545454546,6.3245553207,170.0,0
